Source Name,Characteristics[organism],Characteristics[cell line],Material Type,Protocol REF...5,Protocol REF...6,Extract Name,Protocol REF...8,Labeled Extract Name,Label,Protocol REF...11,Assay Name,Technology Type,Array Design REF,Term Source REF,Protocol REF...16,Array Data File,Comment [ArrayExpress FTP file],Factor Value[cell_line]
J132_EPD10P6_JJN-3_Blood_1327766,Homo sapiens,JJN-3,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD10P6_JJN-3_Blood_1327766,P-MTAB-44937,J132_EPD10P6_JJN-3_Blood_1327766:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_D10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_D10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,JJN-3
J132_EPD11P6_J-RT3-T3-5_Blood_907391,Homo sapiens,J-RT3-T3-5,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD11P6_J-RT3-T3-5_Blood_907391,P-MTAB-44937,J132_EPD11P6_J-RT3-T3-5_Blood_907391:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_D11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_D11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,J-RT3-T3-5
J132_EPD12P6_IA-LM_Lung_910779,Homo sapiens,IA-LM,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD12P6_IA-LM_Lung_910779,P-MTAB-44937,J132_EPD12P6_IA-LM_Lung_910779:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_D12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_D12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,IA-LM
J132_EPE05P6_KNS-62_Lung_753569,Homo sapiens,KNS-62,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE05P6_KNS-62_Lung_753569,P-MTAB-44937,J132_EPE05P6_KNS-62_Lung_753569:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_E05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_E05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,KNS-62
J132_EPE07P6_H4_Brain_907042,Homo sapiens,H4,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE07P6_H4_Brain_907042,P-MTAB-44937,J132_EPE07P6_H4_Brain_907042:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_E07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_E07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,H4
J132_EPE08P6_HT55_Intestine_907287,Homo sapiens,HT55,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE08P6_HT55_Intestine_907287,P-MTAB-44937,J132_EPE08P6_HT55_Intestine_907287:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_E08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_E08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,HT55
J132_EPE09P6_SK-MM-2_Blood_753612,Homo sapiens,SK-MM-2,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE09P6_SK-MM-2_Blood_753612,P-MTAB-44937,J132_EPE09P6_SK-MM-2_Blood_753612:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_E09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_E09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,SK-MM-2
J132_EPE10P6_JiyoyeP-2003_Blood_907268,Homo sapiens,JiyoyeP-2003,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE10P6_JiyoyeP-2003_Blood_907268,P-MTAB-44937,J132_EPE10P6_JiyoyeP-2003_Blood_907268:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_E10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_E10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,JiyoyeP-2003
J132_EPE11P6_JHH-6_Liver_1240159,Homo sapiens,JHH-6,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE11P6_JHH-6_Liver_1240159,P-MTAB-44937,J132_EPE11P6_JHH-6_Liver_1240159:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_E11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_E11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,JHH-6
J132_EPE12P6_IM-95_Stomach_1240155,Homo sapiens,IM-95,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE12P6_IM-95_Stomach_1240155,P-MTAB-44937,J132_EPE12P6_IM-95_Stomach_1240155:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_E12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_E12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,IM-95
J132_EPF01P6_SCC-15_Head & Neck_910911,Homo sapiens,SCC-15,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF01P6_SCC-15_Head & Neck_910911,P-MTAB-44937,J132_EPF01P6_SCC-15_Head & Neck_910911:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,SCC-15
J132_EPF02P6_TOV-112D_Ovary_1299070,Homo sapiens,TOV-112D,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF02P6_TOV-112D_Ovary_1299070,P-MTAB-44937,J132_EPF02P6_TOV-112D_Ovary_1299070:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,TOV-112D
J132_EPF03P6_SKN_Uterus_1240215,Homo sapiens,SKN,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF03P6_SKN_Uterus_1240215,P-MTAB-44937,J132_EPF03P6_SKN_Uterus_1240215:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.25.zip,SKN
J132_EPF04P6_SK-LU-1_Lung:NSCLC_909721,Homo sapiens,SK-LU-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF04P6_SK-LU-1_Lung:NSCLC_909721,P-MTAB-44937,J132_EPF04P6_SK-LU-1_Lung:NSCLC_909721:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip,SK-LU-1
J132_EPF05P6_KARPAS-422_Blood_907274,Homo sapiens,KARPAS-422,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF05P6_KARPAS-422_Blood_907274,P-MTAB-44937,J132_EPF05P6_KARPAS-422_Blood_907274:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip,KARPAS-422
J132_EPF06P6_HuP-T4_Pancreas_907286,Homo sapiens,HuP-T4,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF06P6_HuP-T4_Pancreas_907286,P-MTAB-44937,J132_EPF06P6_HuP-T4_Pancreas_907286:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip,HuP-T4
J132_EPF07P6_HAL-01_Blood_949153,Homo sapiens,HAL-01,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF07P6_HAL-01_Blood_949153,P-MTAB-44937,J132_EPF07P6_HAL-01_Blood_949153:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip,HAL-01
J132_EPF08P6_HLE_Liver_907057,Homo sapiens,HLE,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF08P6_HLE_Liver_907057,P-MTAB-44937,J132_EPF08P6_HLE_Liver_907057:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip,HLE
J132_EPF09P6_SK-PN-DW_Bone_909731,Homo sapiens,SK-PN-DW,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF09P6_SK-PN-DW_Bone_909731,P-MTAB-44937,J132_EPF09P6_SK-PN-DW_Bone_909731:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip,SK-PN-DW
J132_EPF10P6_J82_Bladder_753566,Homo sapiens,J82,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF10P6_J82_Bladder_753566,P-MTAB-44937,J132_EPF10P6_J82_Bladder_753566:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip,J82
J132_EPF11P6_JHH-7_Liver_1240160,Homo sapiens,JHH-7,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF11P6_JHH-7_Liver_1240160,P-MTAB-44937,J132_EPF11P6_JHH-7_Liver_1240160:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.17.zip,JHH-7
J132_EPF12P6_IGR-37_Skin_1240153,Homo sapiens,IGR-37,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF12P6_IGR-37_Skin_1240153,P-MTAB-44937,J132_EPF12P6_IGR-37_Skin_1240153:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_F12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_F12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.17.zip,IGR-37
J132_EPG01P6_SAT_Head & Neck_1299050,Homo sapiens,SAT,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG01P6_SAT_Head & Neck_1299050,P-MTAB-44937,J132_EPG01P6_SAT_Head & Neck_1299050:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.17.zip,SAT
J132_EPG02P6_SW1573_Lung:NSCLC_724878,Homo sapiens,SW1573,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG02P6_SW1573_Lung:NSCLC_724878,P-MTAB-44937,J132_EPG02P6_SW1573_Lung:NSCLC_724878:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.17.zip,SW1573
J132_EPG03P6_SKN-3_Head & Neck_1299059,Homo sapiens,SKN-3,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG03P6_SKN-3_Head & Neck_1299059,P-MTAB-44937,J132_EPG03P6_SKN-3_Head & Neck_1299059:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.17.zip,SKN-3
J132_EPG04P6_SKM-1_Blood_909722,Homo sapiens,SKM-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG04P6_SKM-1_Blood_909722,P-MTAB-44937,J132_EPG04P6_SKM-1_Blood_909722:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.18.zip,SKM-1
J132_EPG05P6_SK-MEL-30_Skin_909726,Homo sapiens,SK-MEL-30,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG05P6_SK-MEL-30_Skin_909726,P-MTAB-44937,J132_EPG05P6_SK-MEL-30_Skin_909726:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.18.zip,SK-MEL-30
J132_EPG06P6_HUTU-80_Intestine_907073,Homo sapiens,HUTU-80,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG06P6_HUTU-80_Intestine_907073,P-MTAB-44937,J132_EPG06P6_HUTU-80_Intestine_907073:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.18.zip,HUTU-80
J132_EPG07P6_HOP-62_Lung_905972,Homo sapiens,HOP-62,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG07P6_HOP-62_Lung_905972,P-MTAB-44937,J132_EPG07P6_HOP-62_Lung_905972:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.18.zip,HOP-62
J132_EPG08P6_IHH-4_Thyroid_1240154,Homo sapiens,IHH-4,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG08P6_IHH-4_Thyroid_1240154,P-MTAB-44937,J132_EPG08P6_IHH-4_Thyroid_1240154:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.19.zip,IHH-4
J132_EPG09P6_IST-SL1_Lung_753564,Homo sapiens,IST-SL1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG09P6_IST-SL1_Lung_753564,P-MTAB-44937,J132_EPG09P6_IST-SL1_Lung_753564:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.19.zip,IST-SL1
J132_EPG10P6_JAR_Miscellaneous_907175,Homo sapiens,JAR,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG10P6_JAR_Miscellaneous_907175,P-MTAB-44937,J132_EPG10P6_JAR_Miscellaneous_907175:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.19.zip,JAR
J132_EPG11P6_JHU-011_Head & Neck_1240161,Homo sapiens,JHU-011,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG11P6_JHU-011_Head & Neck_1240161,P-MTAB-44937,J132_EPG11P6_JHU-011_Head & Neck_1240161:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.19.zip,JHU-011
J132_EPG12P6_IGROV-1_Ovary_905968,Homo sapiens,IGROV-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPG12P6_IGROV-1_Ovary_905968,P-MTAB-44937,J132_EPG12P6_IGROV-1_Ovary_905968:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_G12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_G12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.19.zip,IGROV-1
J132_EPH05P6_KYSE-50_Esophagus_1298222,Homo sapiens,KYSE-50,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH05P6_KYSE-50_Esophagus_1298222,P-MTAB-44937,J132_EPH05P6_KYSE-50_Esophagus_1298222:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.21.zip,KYSE-50
J132_EPH06P6_HeLaSF_Cervix_687509,Homo sapiens,HeLaSF,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH06P6_HeLaSF_Cervix_687509,P-MTAB-44937,J132_EPH06P6_HeLaSF_Cervix_687509:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.21.zip,HeLaSF
J132_EPH07P6_HDQ-P1_Breast_1290922,Homo sapiens,HDQ-P1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH07P6_HDQ-P1_Breast_1290922,P-MTAB-44937,J132_EPH07P6_HDQ-P1_Breast_1290922:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.21.zip,HDQ-P1
J132_EPH08P6_IST-SL2_Lung_753565,Homo sapiens,IST-SL2,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH08P6_IST-SL2_Lung_753565,P-MTAB-44937,J132_EPH08P6_IST-SL2_Lung_753565:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.21.zip,IST-SL2
J132_EPH09P6_IMR-5_PNS_907170,Homo sapiens,IMR-5,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH09P6_IMR-5_PNS_907170,P-MTAB-44937,J132_EPH09P6_IMR-5_PNS_907170:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.21.zip,IMR-5
J132_EPH10P6_JEKO-1_Blood_1327765,Homo sapiens,JEKO-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH10P6_JEKO-1_Blood_1327765,P-MTAB-44937,J132_EPH10P6_JEKO-1_Blood_1327765:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.22.zip,JEKO-1
J132_EPH11P6_JHU-022_Head & Neck_1240162,Homo sapiens,JHU-022,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH11P6_JHU-022_Head & Neck_1240162,P-MTAB-44937,J132_EPH11P6_JHU-022_Head & Neck_1240162:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.22.zip,JHU-022
J132_EPH12P6_I-9-2_Blood_1327761,Homo sapiens,I-9-2,cell,P-MTAB-44941,P-MTAB-44940,J132_EPH12P6_I-9-2_Blood_1327761,P-MTAB-44937,J132_EPH12P6_I-9-2_Blood_1327761:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813928_H12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813928_H12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.22.zip,I-9-2
J132_EPA01P3_EVSA-T_Breast_906862,Homo sapiens,EVSA-T,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA01P3_EVSA-T_Breast_906862,P-MTAB-44937,J132_EPA01P3_EVSA-T_Breast_906862:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813929_A01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813929_A01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,EVSA-T
J132_EPA02P3_EBC-1_Lung:NSCLC_753554,Homo sapiens,EBC-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA02P3_EBC-1_Lung:NSCLC_753554,P-MTAB-44937,J132_EPA02P3_EBC-1_Lung:NSCLC_753554:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813929_A02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813929_A02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,EBC-1
J132_EPA03P3_ASH-3_Thyroid_1290722,Homo sapiens,ASH-3,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA03P3_ASH-3_Thyroid_1290722,P-MTAB-44937,J132_EPA03P3_ASH-3_Thyroid_1290722:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813929_A03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813929_A03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,ASH-3
J132_EPA04P3_CaR-1_Intestine_924108,Homo sapiens,CaR-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA04P3_CaR-1_Intestine_924108,P-MTAB-44937,J132_EPA04P3_CaR-1_Intestine_924108:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813929_A04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813929_A04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,CaR-1
J132_EPA05P3_CP66-MEL_Skin_753546,Homo sapiens,CP66-MEL,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA05P3_CP66-MEL_Skin_753546,P-MTAB-44937,J132_EPA05P3_CP66-MEL_Skin_753546:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172383112813929_A05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172383112813929_A05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,CP66-MEL
